id,slug,product_name,brand_slug,category_slug,subcategory,gender,description,colors,sizes,tags,rating,reviews,views,new_in,image_url,store_slug,price_usd,original_price_usd,availability,product_url
PI-0043,valentino-rockstud-sneakers-with-100mm-heel,Rockstud sneakers with 100mm heel,valentino,shoes,Shoes,women,"Valentino Rockstud sneakers with 100mm heel — shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; shoes,4.2,80,6123,true,https://cdn-images.farfetch-contents.com/35/64/94/57/35649457_68046138_480.jpg,farfetch-store,384,384,IN STOCK,https://www.farfetch.com/shopping/women/valentino-garavani-zapatillas-rockstud-con-tacon-de-100mm-item-35649457.aspx
PI-0044,valentino-small-antibes-tote-bag,small Antibes tote bag,valentino,bags,Bags,women,"Valentino small Antibes tote bag — bags tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,bags; bags,4.9,147,7798,false,https://cdn-images.farfetch-contents.com/35/66/40/03/35664003_69133050_480.jpg,farfetch-store,2650,2650,IN STOCK,https://www.farfetch.com/shopping/women/valentino-garavani-tote-antibes-pequena-item-35664003.aspx
PI-0045,valentino-canestrello-cotton-tweed-top,Canestrello cotton tweed top,valentino,clothing,Clothing,women,"Valentino Canestrello cotton tweed top — clothing tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; clothing,4,166,2321,false,https://cdn-images.farfetch-contents.com/35/65/68/06/35656806_67591719_480.jpg,farfetch-store,1200,1200,IN STOCK,https://www.farfetch.com/shopping/women/valentino-garavani-top-canestrello-de-tweed-de-algodon-item-35656806.aspx
PI-0046,valentino-vlogo-straight-jeans,VLogo straight jeans,valentino,clothing,Clothing,women,"Valentino VLogo straight jeans — clothing tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; clothing,4.5,185,2356,false,https://cdn-images.farfetch-contents.com/36/67/02/05/36670205_68860368_480.jpg,farfetch-store,1600,1600,IN STOCK,https://www.farfetch.com/shopping/women/valentino-garavani-jeans-rectos-vlogo-item-36670205.aspx
PI-0047,valentino-mool-moulin-sweater,Mool Mouliné sweater,valentino,clothing,Clothing,women,"Valentino Mool Mouliné sweater — clothing tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; clothing,3.6,204,439,true,https://cdn-images.farfetch-contents.com/35/65/67/42/35656742_69146116_480.jpg,farfetch-store,1350,1350,IN STOCK,https://www.farfetch.com/shopping/women/valentino-garavani-sueter-mool-mouline-item-35656742.aspx
PI-0048,valentino-vlogo-signature-earrings-with-swarovski-crystals,VLogo Signature earrings with Swarovski crystals,valentino,jewelry,Jewelry-Accessories,women,"Valentino VLogo Signature earrings with Swarovski crystals — jewelry-accessories tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,jewelry-accessories; jewelry-accessories,4.3,71,1618,false,https://cdn-images.farfetch-contents.com/36/07/45/37/36074537_67679142_480.jpg,farfetch-store,290,290,IN STOCK,https://www.farfetch.com/shopping/women/valentino-garavani-aretes-vlogo-signature-de-metal-y-cristales-de-swarovski-item-36074537.aspx
PI-0049,valentino-lace-midi-skirt,lace midi skirt,valentino,clothing,Clothing,women,"Valentino lace midi skirt — clothing tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; clothing,4.8,90,4627,false,https://cdn-images.farfetch-contents.com/35/83/61/08/35836108_67479696_480.jpg,farfetch-store,860,860,IN STOCK,https://www.farfetch.com/shopping/women/valentino-garavani-falda-midi-de-encaje-item-35836108.aspx
PI-0050,valentino-rockstud-leather-sandals,Rockstud leather sandals,valentino,shoes,Shoes,women,"Valentino Rockstud leather sandals — shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; shoes,4,232,5051,false,https://cdn-images.farfetch-contents.com/34/45/00/37/34450037_69348138_480.jpg,farfetch-store,384,384,IN STOCK,https://www.farfetch.com/shopping/women/valentino-garavani-sandalias-rockstud-de-piel-item-34450037.aspx
PI-0051,valentino-small-embroidered-loc-shoulder-bag,small embroidered Locò shoulder bag,valentino,bags,Bags,women,"Valentino small embroidered Locò shoulder bag — bags tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Red,,bags; bags,4.9,213,3240,false,https://cdn-images.farfetch-contents.com/36/61/23/27/36612327_68683629_480.jpg,farfetch-store,2970,2970,IN STOCK,https://www.farfetch.com/shopping/women/valentino-garavani-bolsa-de-hombro-loco-pequena-con-bordado-item-36612327.aspx
PI-0052,valentino-blanket-top-with-floral-stamps,blanket top with floral stamps,valentino,clothing,Clothing,women,"Valentino blanket top with floral stamps — clothing tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Floral,,clothing; clothing,4.4,194,7509,false,https://cdn-images.farfetch-contents.com/36/61/91/59/36619159_68656172_480.jpg,farfetch-store,1750,1750,IN STOCK,https://www.farfetch.com/shopping/women/valentino-garavani-top-en-frazada-con-sellos-florales-item-36619159.aspx
PI-0053,valentino-resort-shoes-with-75mm-wedge,Resort shoes with 75mm wedge,valentino,shoes,Shoes,women,"Valentino Resort shoes with 75mm wedge — shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; shoes,3.9,175,2058,false,https://cdn-images.farfetch-contents.com/36/62/00/00/36620000_68733579_480.jpg,farfetch-store,354,354,IN STOCK,https://www.farfetch.com/shopping/women/valentino-garavani-zapatos-resort-con-cuna-de-75mm-item-36620000.aspx
PI-0054,valentino-blanket-midi-skirt-with-floral-stamps,blanket midi skirt with floral stamps,valentino,clothing,Clothing,women,"Valentino blanket midi skirt with floral stamps — clothing tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Floral,,clothing; clothing,4.8,156,3497,false,https://cdn-images.farfetch-contents.com/36/61/93/87/36619387_68655673_480.jpg,farfetch-store,1920,1920,IN STOCK,https://www.farfetch.com/shopping/women/valentino-garavani-falda-midi-en-frazada-con-sellos-florales-item-36619387.aspx
PI-0055,valentino-embroidered-couture-linen-top,embroidered Couture linen top,valentino,clothing,Clothing,women,"Valentino embroidered Couture linen top — clothing tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Red,,clothing; clothing,4.3,137,4484,false,https://cdn-images.farfetch-contents.com/36/61/93/89/36619389_68655588_480.jpg,farfetch-store,1260,1260,IN STOCK,https://www.farfetch.com/shopping/women/valentino-garavani-embroidered-couture-linen-top-item-36619389.aspx
PI-0056,valentino-embroidered-couture-linen-shorts,embroidered Couture linen shorts,valentino,clothing,Clothing,women,"Valentino embroidered Couture linen shorts — clothing tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Red,,clothing; clothing,3.8,118,5473,false,https://cdn-images.farfetch-contents.com/36/62/00/02/36620002_68655596_480.jpg,farfetch-store,1880,1880,IN STOCK,https://www.farfetch.com/shopping/women/valentino-garavani-embroidered-couture-linen-shorts-item-36620002.aspx
PI-0057,valentino-rockstud-sandals-45mm,Rockstud sandals 45mm,valentino,shoes,Shoes,women,"Valentino Rockstud sandals 45mm — shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; shoes,4.7,99,4970,false,https://cdn-images.farfetch-contents.com/35/65/98/07/35659807_67104629_480.jpg,farfetch-store,324,324,IN STOCK,https://www.farfetch.com/shopping/women/valentino-garavani-sandalias-rockstud-de-45mm-item-35659807.aspx
PI-0058,valentino-raffia-bag-with-geometric-motif,raffia bag with geometric motif,valentino,bags,Bags,women,"Valentino raffia bag with geometric motif — bags tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,bags; bags,4.2,80,6899,false,https://cdn-images.farfetch-contents.com/36/61/23/61/36612361_68656171_480.jpg,farfetch-store,870,870,IN STOCK,https://www.farfetch.com/shopping/women/valentino-garavani-bolsa-de-rafia-con-motivo-geometrico-item-36612361.aspx
PI-0059,valentino-rockstud-rubber-slippers,Rockstud rubber slippers,valentino,clothing,Clothing,women,"Valentino Rockstud rubber slippers — clothing tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; clothing,3.7,61,6656,false,https://cdn-images.farfetch-contents.com/34/07/79/83/34077983_68035040_480.jpg,farfetch-store,520,520,IN STOCK,https://www.farfetch.com/shopping/women/valentino-garavani-slippers-rockstud-de-goma-item-34077983.aspx
PI-0060,valentino-short-blanket-skirt-with-floral-stamps,short blanket skirt with floral stamps,valentino,clothing,Clothing,women,"Valentino short blanket skirt with floral stamps — clothing tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Floral,,clothing; clothing,3.9,107,4768,false,https://cdn-images.farfetch-contents.com/36/61/88/20/36618820_68655986_480.jpg,farfetch-store,1600,1600,IN STOCK,https://www.farfetch.com/shopping/women/valentino-garavani-falda-corta-en-frazada-con-sellos-florales-item-36618820.aspx
PI-0061,dolce-gabbana-exclusive-linda-double-breasted-jacket,EXCLUSIVE Linda double-breasted jacket,dolce-gabbana,clothing,Clothing,women,"Dolce & Gabbana EXCLUSIVE Linda double-breasted jacket — clothing tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; clothing,4.8,88,4781,false,https://cdn-images.farfetch-contents.com/35/85/35/76/35853576_70008597_480.jpg,farfetch-store,1780,1780,IN STOCK,https://www.farfetch.com/shopping/women/dolce-gabbana-exclusive-linda-double-breasted-jacket-item-35853576.aspx
PI-0062,dolce-gabbana-medium-my-sicily-handbag-in-split-calfskin,medium My Sicily handbag in split calfskin,dolce-gabbana,bags,Bags,women,"Dolce & Gabbana medium My Sicily handbag in split calfskin — bags tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,bags; bags,4.9,145,4158,true,https://cdn-images.farfetch-contents.com/37/68/15/74/37681574_70666041_480.jpg,farfetch-store,2310,2310,IN STOCK,https://www.farfetch.com/shopping/women/dolce-gabbana-medium-my-sicily-handbag-in-split-calfskin-item-37681574.aspx
PI-0063,dolce-gabbana-cashmere-serafino-pullover,cashmere Serafino pullover,dolce-gabbana,clothing,Clothing,women,"Dolce & Gabbana cashmere Serafino pullover — clothing tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; clothing,4.4,126,5491,false,https://cdn-images.farfetch-contents.com/35/85/50/46/35855046_70008938_480.jpg,farfetch-store,880,880,IN STOCK,https://www.farfetch.com/shopping/women/dolce-gabbana-cashmere-serafino-pullover-item-35855046.aspx
PI-0064,dolce-gabbana-five-pocket-denim-jeans,five-pocket denim jeans,dolce-gabbana,clothing,Clothing,women,"Dolce & Gabbana five-pocket denim jeans — clothing tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Denim,,clothing; clothing,4.5,183,332,false,https://cdn-images.farfetch-contents.com/35/85/39/88/35853988_70287269_480.jpg,farfetch-store,1045,1045,IN STOCK,https://www.farfetch.com/shopping/women/dolce-gabbana-five-pocket-denim-jeans-item-35853988.aspx
PI-0065,dolce-gabbana-medium-sicily-rose-print-crystal-embellished-tote-bag,medium Sicily rose-print crystal-embellished tote bag,dolce-gabbana,bags,Bags,women,"Dolce & Gabbana medium Sicily rose-print crystal-embellished tote bag — bags tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,bags; bags,4,164,7521,false,https://cdn-images.farfetch-contents.com/36/92/02/50/36920250_70106173_480.jpg,farfetch-store,1980,1980,IN STOCK,https://www.farfetch.com/shopping/women/dolce-gabbana-medium-sicily-rose-print-crystal-embellished-tote-bag-item-36920250.aspx
PI-0066,dolce-gabbana-rose-print-charmeuse-midi-dress,rose-print charmeuse midi dress,dolce-gabbana,clothing,Dresses,women,"Dolce & Gabbana rose-print charmeuse midi dress — dresses tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,dresses; dresses,4.1,221,7362,false,https://cdn-images.farfetch-contents.com/35/85/37/16/35853716_70679936_480.jpg,farfetch-store,2000,2000,IN STOCK,https://www.farfetch.com/shopping/women/dolce-gabbana-rose-print-charmeuse-midi-dress-item-35853716.aspx
PI-0067,dolce-gabbana-exclusive-lace-midi-dress,EXCLUSIVE lace midi dress,dolce-gabbana,clothing,Dresses,women,"Dolce & Gabbana EXCLUSIVE lace midi dress — dresses tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,dresses; dresses,3.6,202,3337,false,https://cdn-images.farfetch-contents.com/35/85/37/12/35853712_70611523_480.jpg,farfetch-store,1280,1280,IN STOCK,https://www.farfetch.com/shopping/women/dolce-gabbana-exclusive-lace-midi-dress-item-35853712.aspx
PI-0068,dolce-gabbana-satin-sandals-with-flower,satin sandals with flower,dolce-gabbana,shoes,Shoes,women,"Dolce & Gabbana satin sandals with flower — shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; shoes,4.1,155,6520,false,https://cdn-images.farfetch-contents.com/35/85/32/99/35853299_70615962_480.jpg,farfetch-store,264,264,IN STOCK,https://www.farfetch.com/shopping/women/dolce-gabbana-satin-sandals-with-flower-item-35853299.aspx
PI-0069,dolce-gabbana-jersey-t-shirt,jersey T-shirt,dolce-gabbana,clothing,Clothing,women,"Dolce & Gabbana jersey T-shirt — clothing tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; clothing,3.6,136,1829,true,https://cdn-images.farfetch-contents.com/35/85/38/38/35853838_69190309_480.jpg,farfetch-store,845,845,IN STOCK,https://www.farfetch.com/shopping/women/dolce-gabbana-jersey-t-shirt-item-35853838.aspx
PI-0070,dolce-gabbana-leo-print-viscose-jersey-skirt,leo-print viscose jersey skirt,dolce-gabbana,clothing,Clothing,women,"Dolce & Gabbana leo-print viscose jersey skirt — clothing tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; clothing,4,98,3649,false,https://cdn-images.farfetch-contents.com/35/85/36/04/35853604_69195362_480.jpg,farfetch-store,1945,1945,IN STOCK,https://www.farfetch.com/shopping/women/dolce-gabbana-leo-print-viscose-jersey-skirt-item-35853604.aspx
PI-0071,dolce-gabbana-leo-kid-leather-slingbacks,leo kid-leather slingbacks,dolce-gabbana,shoes,Shoes,women,"Dolce & Gabbana leo kid-leather slingbacks — shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; shoes,4.5,117,6950,true,https://cdn-images.farfetch-contents.com/35/85/32/17/35853217_69404010_480.jpg,farfetch-store,552,552,IN STOCK,https://www.farfetch.com/shopping/women/dolce-gabbana-leo-kid-leather-slingbacks-item-35853217.aspx
PI-0072,dolce-gabbana-exclusive-leo-print-sheer-dress,EXCLUSIVE leo-print sheer dress,dolce-gabbana,clothing,Dresses,women,"Dolce & Gabbana EXCLUSIVE leo-print sheer dress — dresses tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,dresses; dresses,4.4,60,1127,false,https://cdn-images.farfetch-contents.com/35/85/36/71/35853671_69190494_480.jpg,farfetch-store,1900,1900,IN STOCK,https://www.farfetch.com/shopping/women/dolce-gabbana-exclusive-leo-print-sheer-dress-item-35853671.aspx
PI-0073,dolce-gabbana-double-breasted-pinstripe-wool-jacket,double-breasted pinstripe wool jacket,dolce-gabbana,clothing,Clothing,women,"Dolce & Gabbana double-breasted pinstripe wool jacket — clothing tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; clothing,4.9,79,4748,false,https://cdn-images.farfetch-contents.com/35/85/35/61/35853561_70027962_480.jpg,farfetch-store,1380,1380,IN STOCK,https://www.farfetch.com/shopping/women/dolce-gabbana-double-breasted-pinstripe-wool-jacket-item-35853561.aspx
PI-0074,dolce-gabbana-dg-logo-clip-earrings,DG-logo clip earrings,dolce-gabbana,jewelry,Jewelry-Accessories,women,"Dolce & Gabbana DG-logo clip earrings — jewelry-accessories tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,jewelry-accessories; jewelry-accessories,4.8,222,7099,true,https://cdn-images.farfetch-contents.com/35/85/45/99/35854599_70015270_480.jpg,farfetch-store,645,645,IN STOCK,https://www.farfetch.com/shopping/women/dolce-gabbana-dg-logo-clip-earrings-item-35854599.aspx
PI-0075,dolce-gabbana-wool-skirt,wool skirt,dolce-gabbana,clothing,Clothing,women,"Dolce & Gabbana wool skirt — clothing tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; clothing,3.9,41,1798,false,https://cdn-images.farfetch-contents.com/35/85/36/27/35853627_70014237_480.jpg,farfetch-store,1645,1645,IN STOCK,https://www.farfetch.com/shopping/women/dolce-gabbana-wool-skirt-item-35853627.aspx
PI-0076,dolce-gabbana-logo-detail-pointed-toe-pumps,logo-detail pointed-toe pumps,dolce-gabbana,shoes,Shoes,women,"Dolce & Gabbana logo-detail pointed-toe pumps — shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; shoes,3.8,184,1435,false,https://cdn-images.farfetch-contents.com/35/85/32/23/35853223_70482432_480.jpg,farfetch-store,570,570,IN STOCK,https://www.farfetch.com/shopping/women/dolce-gabbana-logo-detail-pointed-toe-pumps-item-35853223.aspx
PI-0077,dolce-gabbana-turlington-single-breasted-jacket-in-pinstripe-wool,Turlington single-breasted jacket in pinstripe wool,dolce-gabbana,clothing,Clothing,women,"Dolce & Gabbana Turlington single-breasted jacket in pinstripe wool — clothing tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; clothing,4.3,203,1672,false,https://cdn-images.farfetch-contents.com/35/85/35/42/35853542_70008895_480.jpg,farfetch-store,940,940,IN STOCK,https://www.farfetch.com/shopping/women/dolce-gabbana-turlington-single-breasted-jacket-in-pinstripe-wool-item-35853542.aspx
PI-0078,dolce-gabbana-bow-detail-long-sleeve-sweater,bow-detail long-sleeve sweater,dolce-gabbana,clothing,Clothing,women,"Dolce & Gabbana bow-detail long-sleeve sweater — clothing tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; clothing,3.8,50,5593,false,https://cdn-images.farfetch-contents.com/35/85/50/73/35855073_70765992_480.jpg,farfetch-store,1420,1420,IN STOCK,https://www.farfetch.com/shopping/women/dolce-gabbana-bow-detail-long-sleeve-sweater-item-35855073.aspx
PI-0079,dolce-gabbana-lace-flat-slides,lace flat slides,dolce-gabbana,shoes,Shoes,women,"Dolce & Gabbana lace flat slides — shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; shoes,4.3,69,190,false,https://cdn-images.farfetch-contents.com/35/85/32/72/35853272_70612681_480.jpg,farfetch-store,480,480,IN STOCK,https://www.farfetch.com/shopping/women/dolce-gabbana-lace-flat-slides-item-35853272.aspx
PI-0080,dolce-gabbana-pinstripe-wool-trousers,pinstripe wool trousers,dolce-gabbana,clothing,Clothing,women,"Dolce & Gabbana pinstripe wool trousers — clothing tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; clothing,4.7,195,4058,false,https://cdn-images.farfetch-contents.com/35/85/39/11/35853911_70014690_480.jpg,farfetch-store,1145,1145,IN STOCK,https://www.farfetch.com/shopping/women/dolce-gabbana-pinstripe-wool-trousers-item-35853911.aspx
PI-0081,armani-tote-bag-with-shoulder-strap,tote bag with shoulder strap,armani,bags,Bags,women,"Armani tote bag with shoulder strap — bags tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,bags; bags,3.8,214,4415,false,https://cdn-images.farfetch-contents.com/15/49/26/34/15492634_27602753_480.jpg,farfetch-store,1200,1200,IN STOCK,https://www.farfetch.com/shopping/women/giorgio-armani-bolsa-tote-com-alca-de-ombro-item-15492634.aspx
PI-0082,armani-shoulder-bag-with-logo,shoulder bag with logo,armani,bags,Bags,women,"Armani shoulder bag with logo — bags tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,bags; bags,4.3,233,1500,false,https://cdn-images.farfetch-contents.com/15/20/37/58/15203758_26191955_480.jpg,farfetch-store,1440,1440,IN STOCK,https://www.farfetch.com/shopping/women/giorgio-armani-bolsa-tiracolo-com-logo-item-15203758.aspx
PI-0083,armani-shoulder-bag-with-logo-2,shoulder bag with logo (2),armani,bags,Bags,women,"Armani shoulder bag with logo (2) — bags tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,bags; bags,4.8,52,3417,false,https://cdn-images.farfetch-contents.com/15/12/76/09/15127609_25750008_480.jpg,farfetch-store,1350,1350,IN STOCK,https://www.farfetch.com/shopping/women/giorgio-armani-bolsa-tiracolo-com-logo-item-15127609.aspx
PI-0084,armani-embroidered-cotton-jacket,embroidered cotton jacket,armani,clothing,Clothing,women,"Armani embroidered cotton jacket — clothing tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Red,,clothing; clothing,3.9,71,6294,false,https://cdn-images.farfetch-contents.com/37/44/99/92/37449992_70196355_480.jpg,farfetch-store,1700,1700,IN STOCK,https://www.farfetch.com/shopping/women/giorgio-armani-jaqueta-de-algodao-com-bordado-item-37449992.aspx
PI-0085,armani-fringed-sequin-blouse,fringed sequin blouse,armani,jewelry,Jewelry-Accessories,women,"Armani fringed sequin blouse — jewelry-accessories tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,jewelry-accessories; jewelry-accessories,4.4,90,7525,false,https://cdn-images.farfetch-contents.com/34/92/07/16/34920716_66111521_480.jpg,farfetch-store,2394.27,4433.7,IN STOCK,https://www.farfetch.com/shopping/women/giorgio-armani-blusa-com-franjas-e-paetes-item-34920716.aspx
PI-0086,armani-felted-wool-fedora-hat,felted wool fedora hat,armani,accessories,Accessories,women,"Armani felted wool fedora hat — accessories tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,accessories; accessories,4.9,109,3320,true,https://cdn-images.farfetch-contents.com/38/41/41/26/38414126_71721513_480.jpg,farfetch-store,392,392,IN STOCK,https://www.farfetch.com/shopping/women/giorgio-armani-felted-wool-fedora-hat-item-38414126.aspx
PI-0087,armani-keyring-with-logo-plaque,keyring with logo plaque,armani,jewelry,Jewelry-Accessories,women,"Armani keyring with logo plaque — jewelry-accessories tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,jewelry-accessories; jewelry-accessories,4,128,5131,false,https://cdn-images.farfetch-contents.com/28/45/27/63/28452763_57822554_480.jpg,farfetch-store,550.55,811.67,IN STOCK,https://www.farfetch.com/shopping/women/giorgio-armani-chaveiro-com-placa-de-logo-item-28452763.aspx
PI-0088,armani-square-eyeglass-frame,square eyeglass frame,armani,clothing,Clothing,women,"Armani square eyeglass frame — clothing tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; clothing,4.9,43,2670,false,https://cdn-images.farfetch-contents.com/35/16/07/90/35160790_66890496_480.jpg,farfetch-store,554.81,554.81,IN STOCK,https://www.farfetch.com/shopping/women/giorgio-armani-armacao-de-oculos-quadrada-item-35160790.aspx
PI-0089,armani-midi-dress-with-twisted-detail,midi dress with twisted detail,armani,clothing,Dresses,women,"Armani midi dress with twisted detail — dresses tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,dresses; dresses,4,62,8103,false,https://cdn-images.farfetch-contents.com/37/76/51/16/37765116_70754718_480.jpg,farfetch-store,1900,1900,IN STOCK,https://www.farfetch.com/shopping/women/giorgio-armani-vestido-midi-com-detalhe-torcido-item-37765116.aspx
PI-0090,armani-logo-debossed-bifold-cardholder,logo-debossed bifold cardholder,armani,bags,Bags,women,"Armani logo-debossed bifold cardholder — bags tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,bags; bags,4.6,204,1993,false,https://cdn-images.farfetch-contents.com/38/41/23/57/38412357_71645895_480.jpg,farfetch-store,1134.07,1134.07,IN STOCK,https://www.farfetch.com/shopping/women/giorgio-armani-logo-debossed-bifold-cardholder-item-38412357.aspx
PI-0091,armani-short-sleeve-jersey-blouse,short-sleeve jersey blouse,armani,clothing,Clothing,women,"Armani short-sleeve jersey blouse — clothing tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; clothing,4.1,185,740,true,https://cdn-images.farfetch-contents.com/24/50/51/59/24505159_54663378_480.jpg,farfetch-store,543.14,904.07,IN STOCK,https://www.farfetch.com/shopping/women/giorgio-armani-blusa-de-jersey-mangas-curtas-item-24505159.aspx
PI-0092,armani-slim-jacket-with-chevron-pattern,slim jacket with chevron pattern,armani,clothing,Clothing,women,"Armani slim jacket with chevron pattern — clothing tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; clothing,3.6,166,559,false,https://cdn-images.farfetch-contents.com/37/46/55/12/37465512_70315005_480.jpg,farfetch-store,1060,1060,IN STOCK,https://www.farfetch.com/shopping/women/giorgio-armani-jaqueta-slim-com-padronagem-chevron-item-37465512.aspx
PI-0093,armani-gathered-midi-dress-with-tied-collar,gathered midi dress with tied collar,armani,clothing,Dresses,women,"Armani gathered midi dress with tied collar — dresses tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Red,,dresses; dresses,4.5,147,5798,false,https://cdn-images.farfetch-contents.com/37/66/96/17/37669617_70558539_480.jpg,farfetch-store,1520,1520,IN STOCK,https://www.farfetch.com/shopping/women/giorgio-armani-vestido-midi-franzido-com-no-na-gola-item-37669617.aspx
PI-0094,armani-round-eyeglass-frame,round eyeglass frame,armani,clothing,Clothing,women,"Armani round eyeglass frame — clothing tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; clothing,3.8,80,1557,false,https://cdn-images.farfetch-contents.com/35/16/20/15/35162015_66890404_480.jpg,farfetch-store,517.78,517.78,IN STOCK,https://www.farfetch.com/shopping/women/giorgio-armani-armacao-de-oculos-redonda-item-35162015.aspx
PI-0095,armani-high-waisted-bootcut-jeans,high-waisted bootcut jeans,armani,shoes,Shoes,women,"Armani high-waisted bootcut jeans — shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; shoes,4.7,61,4520,true,https://cdn-images.farfetch-contents.com/28/60/40/97/28604097_57945035_480.jpg,farfetch-store,498,498,IN STOCK,https://www.farfetch.com/shopping/women/giorgio-armani-calca-jeans-bootcut-de-cintura-alta-item-28604097.aspx
PI-0096,armani-vest-with-chain-trim-and-double-breasted-buttons,vest with chain trim and double-breasted buttons,armani,clothing,Clothing,women,"Armani vest with chain trim and double-breasted buttons — clothing tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,clothing; clothing,4.2,42,251,false,https://cdn-images.farfetch-contents.com/37/76/00/16/37760016_71332430_480.jpg,farfetch-store,800,800,IN STOCK,https://www.farfetch.com/shopping/women/giorgio-armani-colete-com-acabamento-de-corrente-e-abotoamento-duplo-item-37760016.aspx
PI-0097,armani-fringed-crew-neck-tank-top,fringed crew-neck tank top,armani,jewelry,Jewelry-Accessories,women,"Armani fringed crew-neck tank top — jewelry-accessories tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Tan,,jewelry-accessories; jewelry-accessories,3.7,223,5766,true,https://cdn-images.farfetch-contents.com/33/29/28/72/33292872_65200663_480.jpg,farfetch-store,1075,1075,IN STOCK,https://www.farfetch.com/shopping/women/giorgio-armani-regata-decote-careca-com-franjas-item-33292872.aspx
